,MONTH,HS_CODE,PRODUCT_NAME,TRADE_PARTNER_CODE,TRADE_PARTNER_NAME,TRADE_METHOD_CODE,TRADE_METHOD_NAME,ORIGIN_CODE,ORIGIN_NAME,QUANTITY,QUANTITY_UNIT,WEIGHT,WEIGHT_UNIT,TRADE_VALUE,AVG_UNIT_PRICE,GEO_LOCATION
3255,2021-06-28,84717011,固态硬盘(SSD),601,Australia,15,Import processing trade,50,Chongqing,498,PCS,1,KG,24399,48.993975903614455,"29.4316° N, 106.9123° E"
3256,2021-06-28,84717011,固态硬盘(SSD),601,Australia,33,Inbound and outbound goods in bonded supervision places,35,Fujian,3,PCS,0,KG,89,29.666666666666668,"26.0789° N, 119.3062° E"
3257,2021-06-28,84717011,固态硬盘(SSD),601,Australia,33,Inbound and outbound goods in bonded supervision places,44,Guangdong,7,PCS,0,KG,164,23.428571428571427,"23.3790° N, 113.7633° E"
3258,2021-06-28,84717011,固态硬盘(SSD),601,Australia,34,Logistics goods in areas under special customs supervision,31,Shanghai,2323,PCS,53,KG,280146,120.59664227292295,"31.2304° N, 121.4737° E"
3259,2021-06-28,84717011,固态硬盘(SSD),601,Australia,34,Logistics goods in areas under special customs supervision,32,Jiangsu,710,PCS,29,KG,56750,79.92957746478874,"32.0603° N, 118.7969° E"
3260,2021-06-28,84717011,固态硬盘(SSD),601,Australia,34,Logistics goods in areas under special customs supervision,50,Chongqing,1100,PCS,10,KG,46544,42.31272727272727,"29.4316° N, 106.9123° E"
3261,2021-06-28,84717011,固态硬盘(SSD),601,Australia,34,Logistics goods in areas under special customs supervision,61,Shaanxi,23720,PCS,812,KG,2450880,103.32546374367622,"35.7452° N, 109.0085° E"
3262,2021-06-28,84717011,固态硬盘(SSD),603,Fiji,10,General trade,33,Zhejiang,80,PCS,43,KG,2040,25.5,"29.1416° N, 119.7889° E"
3263,2021-06-28,84717011,固态硬盘(SSD),603,Fiji,10,General trade,44,Guangdong,20,PCS,1,KG,548,27.4,"23.3790° N, 113.7633° E"
3264,2021-06-28,84717011,固态硬盘(SSD),609,new Zealand,10,General trade,44,Guangdong,9,PCS,2,KG,8041,893.4444444444445,"23.3790° N, 113.7633° E"
3265,2021-06-28,84717011,固态硬盘(SSD),609,new Zealand,15,Import processing trade,32,Jiangsu,7,PCS,0,KG,354,50.57142857142857,"32.0603° N, 118.7969° E"
3266,2021-06-28,84717011,固态硬盘(SSD),609,new Zealand,15,Import processing trade,44,Guangdong,1,PCS,0,KG,26,26.0,"23.3790° N, 113.7633° E"
3267,2021-06-28,84717011,固态硬盘(SSD),609,new Zealand,33,Inbound and outbound goods in bonded supervision places,44,Guangdong,50,PCS,4,KG,2250,45.0,"23.3790° N, 113.7633° E"
3268,2021-06-28,84717011,固态硬盘(SSD),609,new Zealand,34,Logistics goods in areas under special customs supervision,31,Shanghai,96,PCS,0,KG,8571,89.28125,"31.2304° N, 121.4737° E"
